Name			Studentid	Sex	Level	Money_stu	Money_credit
Tang_TongFan		2012011140	male	four	243.73		534.27	
Luo_Long		2012011141	male	four	258.57		689.44	
Cui_Peng		2012011142	male	four	54.92		1646.50	
Lu_YiYang		2012011143	male	four	426.44		4016.24	
Long_YaoJia		2012011144	female	four	401.38		4541.42	
Miao_TaoFan		2012011145	female	four	223.74		2523.66	
Gao_ShuWei		2012011146	male	four	1.72		4686.99	
Hua_XiangYao		2012011147	male	four	19.62		5277.19	
Jiang_YunWuo		2012011148	male	four	432.94		4562.32	
Mu_JianFang		2012011149	male	four	62.27		2344.18	
Du_Han			2012011150	male	four	211.71		796.48	
Chu_Heng		2012011151	male	four	376.49		3991.25	
Gao_RuiHan		2012011152	male	four	335.27		4207.05	
Mu_Lu			2012011153	female	four	429.77		2394.26	
Cui_XiuYang		2012011154	female	four	433.58		1460.84	
Qiao_Guo		2012011155	male	four	450.82		5777.81	
Shi_YaoYi		2012011156	male	four	38.23		2598.56	
Shao_GongLei		2012011157	male	four	409.96		5390.18	
Wan_Zu			2012011158	female	four	412.49		2143.90	
Pan_ShaoSong		2012011159	female	four	349.80		4148.95	
Shi_GongShan		2012011160	male	four	337.25		5634.41	
Guan_LiXin		2012011161	male	four	20.35		2620.17	
Dai_Zu			2012011162	male	four	293.89		2386.52	
Wen_Xuan		2012011163	male	four	105.49		996.87	
Ma_ZhiSong		2012011164	female	four	394.86		2024.07	
Fan_NanSheng		2012011165	male	four	317.32		3096.60	
Chen_Yu			2012011166	male	four	221.00		2531.91	
Chu_Shan		2012011167	male	four	357.62		6259.83	
Cai_MingTian		2012011168	female	four	286.58		2312.36	
Yang_SongLu		2012011169	male	four	413.09		5930.32	
Lu_KunXian		2012011170	female	four	151.42		569.38	
Wu_Qi			2012011171	male	four	468.57		5847.66	
Liu_Gan			2012011172	male	four	145.94		1971.41	
Zeng_TianNi		2012011173	female	four	264.71		4490.86	
Zhou_Kun		2012011174	female	four	181.01		626.43	
Wen_Chong		2012011175	male	four	8.77		3900.42	
Guan_Min		2012011176	male	four	296.28		3725.91	
Su_DongLi		2012011177	male	four	393.76		665.00	
Hua_YeHao		2012011178	male	four	430.48		2309.81	
Zeng_Dong		2012011179	male	four	285.00		5068.93	
Kang_Xiang		2012011180	female	four	276.53		5082.57	
Fan_FuChen		2012011181	female	four	370.76		4520.49	
Gao_Qu			2012011182	male	four	206.39		2701.05	
Chu_Yue			2012011183	female	four	236.29		5463.54	
Kang_Jia		2012011184	male	four	439.27		2697.46	
Chen_Xu			2012011185	male	four	217.72		5376.23	
Ding_Gan		2012011186	male	four	14.48		3048.14	
Zhao_ShaoQing		2012011187	male	four	80.05		6225.54	
Zeng_YingZhou		2012011188	female	four	300.91		1755.69	
Lv_Huan			2012011189	male	four	381.11		1093.53	
Ma_GanXiong		2012011190	female	four	117.36		1147.76	
Cheng_ZhengHan		2012011191	male	four	147.82		4142.18	
Yu_Bang			2012011192	male	four	381.58		5375.84	
Ma_Li			2012011193	female	four	277.68		6290.76	
Gu_Yue			2012011194	male	four	302.26		2695.88	
Qiao_Zhou		2012011195	male	four	122.58		2507.96	
Ying_Peng		2012011196	male	four	293.16		2648.16	
Ren_ChuanXiong		2012011197	female	four	192.19		5562.07	
Yu_JunYi		2012011198	female	four	80.70		3715.85	
Zhao_TingXin		2012011199	male	four	453.75		5304.90	
Wu_GuoZhi		2012011200	male	four	498.52		3060.21	
Cheng_JiaKai		2012011201	female	four	329.94		1738.49	
Zou_Liu			2012011202	male	four	103.98		5292.16	
Shi_Jie			2012011203	male	four	285.15		1122.30	
Shi_BingMing		2012011204	male	four	359.86		2055.78	
Fan_Yi			2012011205	male	four	52.77		2497.99	
Cai_Yue			2012011206	male	four	490.68		4136.13	
Jin_ShenTian		2012011207	male	four	484.87		1587.39	
Chang_YunQing		2012011208	male	four	227.74		1992.17	
Qin_NiFan		2012011209	female	four	447.80		5125.80	
Shao_SiFei		2012011210	female	three	472.84		4128.06	
Tang_Han		2012011211	male	four	490.79		2354.72	
Luo_Shu			2012011212	female	four	381.87		2194.83	
Shao_Tong		2012011213	female	four	14.07		3999.25	
Cui_YiYao		2012011214	male	four	323.96		4823.36	
Lu_Li			2012011215	male	four	368.12		2422.40	
Le_YaoZhi		2012011216	female	four	8.57		873.62	
Fan_Liu			2012011217	male	four	91.95		5986.16	
Shi_ZhiHan		2012011218	male	four	388.39		5922.83	
Cai_Yi			2012011219	male	four	441.53		6238.21	
Chu_Di			2012011220	male	four	124.80		527.96	
Cai_BoNan		2012011221	female	four	220.21		6213.65	
Liang_Yao		2012011222	male	four	474.66		3634.22	
Deng_Zhen		2012011223	male	four	105.01		1149.39	
Hua_JingTing		2012011224	female	four	327.99		6216.62	
Guan_ZhiYuan		2012011225	female	four	139.09		4802.99	
Song_MingSheng		2012011226	female	four	380.87		2205.78	
Hu_Xin			2012011227	male	four	163.06		2865.40	
Sui_Kai			2012011228	male	four	391.53		3643.12	
Pan_DongHang		2012011229	male	four	186.44		5703.56	
Luo_WeiWei		2012011230	male	four	181.51		755.74	
He_LingJing		2012011231	male	four	280.15		3447.84	
Shi_QiLu		2012011232	female	four	288.59		1012.13	
Zou_ZhengYe		2012011233	male	four	477.16		6219.81	
Gong_Lu			2012011234	male	four	78.23		4943.30	
Du_ZhiJiao		2012011235	female	four	156.34		1177.37	
Su_Han			2012011236	male	four	397.34		5399.97	
Mei_Liu			2012011237	male	four	162.56		3258.64	
Shi_HanYu		2012011238	female	four	256.42		2963.62	
Lu_ZhiZu		2012011239	female	four	205.65		5014.07	
Liang_DanShao		2012011240	male	four	235.36		4979.44	
Le_DanYu		2012011241	male	four	189.64		4792.99	
Mu_Wei			2012011242	male	four	6.14		2789.84	
Shi_Xin			2012011243	female	four	392.62		6095.94	
Su_Ting			2012011244	male	four	461.96		1147.04	
Gao_QiFang		2012011245	male	four	121.68		5131.99	
Hua_QiTian		2012011246	male	four	302.21		5364.97	
Jiang_Yun		2012011247	male	four	472.72		5094.39	
Yu_Shun			2012011248	male	four	435.80		2915.20	
Lu_He			2012011249	male	four	480.01		6223.05	
Lin_Qi			2012011250	male	four	218.04		2585.66	
Yao_Xuan		2012011251	female	four	388.01		839.07	
Hua_MingLe		2012011252	female	four	259.51		575.84	
Lv_Zhi			2012011253	female	four	354.41		4805.04	
Cheng_YangWuo		2012011254	male	four	167.94		3854.02	
Chang_Xin		2012011255	male	four	453.92		1634.91	
Chen_ZhouBang		2012011256	male	four	89.05		3336.06	
Lin_Lin			2012011257	male	four	23.96		4596.08	
Sui_Yue			2012011258	male	four	448.01		5667.37	
Gong_ZhenQu		2012011259	male	four	12.99		1406.02	
Su_TaoZhong		2012011260	female	four	461.22		695.16	
Gong_Sheng		2012011261	female	four	193.36		5832.73	
Guan_XuanTian		2012011262	female	four	342.11		1534.12	
Zhou_HengXiong		2012011263	male	four	54.38		1658.44	
Tang_JunYang		2012011264	female	four	377.24		1214.32	
Du_Long			2012011265	male	four	405.75		3770.25	
Zhao_Guo		2012011266	female	four	209.37		4887.59	
Cheng_XuanShan		2012011267	male	four	403.66		925.14	
Dai_Wang		2012011268	male	four	480.64		4526.41	
Mu_LinSi		2012011269	male	four	133.32		2663.23	
Yao_ZhenXin		2012011270	female	four	224.18		875.06	
Wan_JiaRan		2012011271	male	four	460.39		5708.69	
Wen_Yang		2012011272	male	four	337.50		1195.22	
Xu_Xuan			2012011273	male	four	258.58		4023.74	
Cheng_Wei		2012011274	male	four	318.52		4268.86	
Xu_Rui			2012011275	male	four	117.17		3430.06	
Le_ZhuJia		2012011276	male	four	378.83		3059.42	
Wen_FangShao		2012011277	male	four	321.42		5122.68	
Ren_Guo			2012011278	male	four	190.48		2879.55	
Wu_Min			2012011279	female	four	142.60		5684.46	
Zhao_ChenYu		2012011280	male	four	212.16		1473.07	
Yan_Sheng		2012011281	male	four	432.22		3428.52	
Jiang_Si		2012011282	male	four	9.68		6083.70	
Pan_ZhiXuan		2012011283	male	four	351.60		3732.54	
Pan_Heng		2012011284	male	four	106.69		681.85	
Cai_MaoXin		2012011285	male	four	115.22		5174.13	
Hu_YouXuan		2012011286	male	four	158.85		4324.42	
Dai_Fan			2012011287	male	four	359.42		3325.17	
Cui_WeiYue		2012011288	female	four	443.60		5224.06	
Zhang_Zhen		2012011289	male	four	266.07		1715.54	
Gao_ZhenQing		2012011290	female	four	112.86		6353.31	
Gu_Xuan			2012011291	female	four	3.42		5770.15	
Liu_LeiShao		2012011292	male	four	6.47		4838.00	
Tang_NanGan		2012011293	male	four	64.77		3877.10	
Long_Liu		2012011294	male	four	213.96		1777.69	
Kang_JingFei		2012011295	male	four	329.60		2757.24	
Qiao_CanYuan		2012011296	male	four	315.24		2580.83	
Chang_Qing		2012011297	male	four	116.62		939.90	
Liu_Peng		2012011298	female	four	130.24		5767.52	
Xiao_Mao		2012011299	male	four	207.96		4475.91	
Qiao_Yang		2012011300	female	four	179.41		2651.93	
Du_YeMin		2012011301	female	four	331.79		6248.05	
Xiao_LiDan		2012011302	female	four	419.97		2382.81	
Hua_Guang		2012011303	female	four	308.98		3644.32	
Gong_MingBo		2012011304	male	four	102.67		4882.03	
Tang_Han		2012011305	female	four	279.01		3484.33	
Guan_HeTao		2012011306	male	four	157.05		1904.93	
Wan_Zhi			2012011307	female	four	479.04		1463.87	
Ren_Hao			2012011308	female	four	29.31		1022.50	
Jin_Zhu			2012011309	female	four	432.69		5305.94	
Ma_Lu			2012011310	male	four	240.05		5967.91	
Lin_YunXin		2012011311	female	four	24.82		1874.87	
Cai_Qi			2012011312	male	four	208.16		2862.23	
Ma_WeiJia		2012011313	male	four	419.29		1609.38	
Song_HengYun		2012011314	male	four	234.67		5288.85	
Xu_WenHan		2012011315	female	three	278.36		5707.46	
Shao_Wuo		2012011316	male	four	498.87		5003.48	
ZhuKe_YunYuan		2012011317	female	four	433.55		5580.34	
Ren_ZhongChen		2012011318	male	four	46.76		2333.34	
Kang_Fei		2012011319	male	four	271.55		5413.50	
Chu_Dong		2012011320	male	four	119.35		1000.46	
Chang_XuanLing		2012011321	male	four	491.39		1658.56	
Wan_Xi			2012011322	male	four	487.50		5469.74	
Gao_Wei			2012011323	male	four	407.87		2081.09	
Chu_Jian		2012011324	female	four	409.01		2512.54	
ZhuKe_An		2012011325	female	four	322.51		2053.65	
Ding_Xin		2012011326	male	four	176.33		1595.32	
Fan_Qi			2012011327	male	four	369.87		4454.79	
Zou_Wei			2012011328	female	four	486.19		3362.61	
Jin_ZiYang		2012011329	male	four	226.20		714.72	
Miao_HanYu		2012011330	female	four	423.56		3250.40	
Liang_BingLing		2012011331	female	four	109.97		5727.25	
Li_Shen			2012011332	female	four	5.19		1332.78	
Wen_ZhenXuan		2012011333	female	four	61.94		2174.81	
Guan_KunXiong		2012011334	male	four	219.22		5427.20	
Le_HanRan		2012011335	male	four	322.99		3500.07	
Mei_YaoYao		2012011336	female	four	290.79		3889.76	
Zou_NanGan		2012011337	male	four	117.59		3767.11	
Long_YaoBing		2012011338	female	four	2.92		1702.97	
Su_ShenShan		2012011339	male	four	380.89		1498.89	
Shi_ChongTong		2012011340	male	four	476.66		2581.72	
Liang_Yu		2012011341	female	four	294.18		6475.75	
Cheng_Song		2012011342	male	four	493.34		2814.76	
Wen_Peng		2012011343	male	four	31.96		3242.35	
ZhuKe_Da		2012011344	male	four	346.23		667.69	
Le_Ying			2012011345	male	four	252.19		5722.95	
Qin_MaoNan		2012011346	female	four	449.60		2440.05	
Zou_TaoBo		2012011347	male	four	230.82		1012.50	
Wen_KaiZhi		2012011348	female	four	305.26		2823.24	
Xiao_Yuan		2012011349	male	four	323.34		523.87	
Gao_Shan		2012011350	male	four	498.95		1566.55	
Yan_QuanHao		2012011351	male	four	124.90		4679.19	
ZhuKe_MinNi		2012011352	male	four	429.43		1317.08	
Gao_Chong		2012011353	male	four	3.74		5363.42	
Le_Chong		2012011354	male	four	50.33		6421.46	
Shi_Tao			2012011355	male	four	38.63		5708.09	
He_Zu			2012011356	female	four	364.38		6358.02	
Ding_WangQu		2012011357	male	four	415.74		2442.79	
Luo_XianBo		2012011358	female	four	408.10		5566.75	
Ying_Rui		2012011359	female	four	177.23		4497.75	
He_Chong		2012011360	male	four	489.39		5994.56	
Pan_Wen			2012011361	male	four	29.85		2283.58	
Lv_Hao			2012011362	male	four	312.07		540.58	
Mu_MinPeng		2012011363	male	four	36.27		1216.20	
Zhou_HanWuo		2012011364	male	four	308.44		783.55	
Yang_Ting		2012011365	male	four	413.48		3663.13	
Qin_LeLin		2012011366	male	four	463.09		674.41	
Dai_Xing		2012011367	male	four	335.86		3043.98	
Yan_Qi			2012011368	male	four	135.91		580.56	
Wan_Song		2012011369	male	four	458.02		3007.21	
Yan_XuanKun		2012011370	male	four	230.43		3651.57	
Chu_LiYuan		2012011371	female	four	405.83		539.10	
Deng_KunZhi		2012011372	male	four	202.24		6153.64	
Wan_Qing		2012011373	female	four	347.14		1792.31	
Hu_Jie			2012011374	female	four	415.81		4426.88	
Dai_Yao			2012011375	female	four	143.16		1262.76	
Qin_PengYou		2012011376	male	four	288.86		512.99	
Cui_Xu			2012011377	female	four	73.42		1550.54	
Tang_HaoBing		2012011378	male	four	284.13		3700.02	
Ren_Fang		2012011379	male	four	245.18		3214.61	
Zhang_Tao		2012011380	female	four	269.52		3607.75	
Dai_Bang		2012011381	male	four	20.47		2913.00	
Le_YuGan		2012011382	female	four	137.85		1923.11	
Qin_YunJun		2012011383	male	four	496.10		6380.45	
Ren_Ze			2012011384	female	four	195.11		3017.61	
Fan_Yao			2012011385	female	four	43.51		3551.24	
Luo_HeChong		2012011386	male	four	385.69		3410.85	
Jin_Lei			2012011387	male	four	196.70		967.81	
ZhuKe_ShengLei		2012011388	female	four	153.55		5016.02	
Mei_Yuan		2012011389	male	four	322.41		3612.65	
Fu_YiXuan		2012011390	male	four	211.40		6244.66	
Tang_Xuan		2012011391	male	four	414.15		1850.07	
Qiao_Ting		2012011392	female	four	178.70		5111.25	
Ren_Xu			2012011393	female	four	334.52		1427.69	
Shi_Huan		2012011394	female	four	260.33		5347.69	
Miao_Jiao		2012011395	male	four	409.41		905.87	
Xu_YueSi		2012011396	female	four	119.44		4579.13	
Chang_HanYun		2012011397	female	four	488.07		4485.79	
Ding_Yuan		2012011398	male	four	18.82		4440.10	
Tang_YunTong		2012011399	male	three	218.62		4202.09	
Li_Wei			2012011400	female	four	475.29		3900.65	
Lv_JiaoYou		2012011401	male	four	379.24		2679.96	
Xu_QiDi			2012011402	female	four	61.93		2243.48	
Fu_Zu			2012011403	male	four	291.88		5741.06	
Sui_MingZhi		2012011404	male	four	6.22		5023.53	
Jiang_Wuo		2012011405	male	four	199.31		3761.73	
Du_XuanQing		2012011406	male	four	311.38		637.13	
Chen_Zhen		2012011407	male	four	35.75		3325.92	
Lin_ChuZheng		2012011408	male	four	492.27		4788.42	
Gong_YueYu		2012011409	female	four	244.37		1613.91	
Cheng_JiaNan		2012011410	male	four	54.64		3126.64	
Shi_RanQi		2012011411	male	four	406.35		5231.83	
Cai_GongHao		2012011412	female	four	412.21		981.50	
Chang_SongLu		2012011413	male	four	127.06		3782.88	
Liu_Han			2012011414	male	four	441.94		1880.75	
Cui_YaoCan		2012011415	male	four	390.46		1989.93	
Gao_Di			2012011416	female	four	33.21		3663.08	
Shi_ZhenLi		2012011417	female	four	432.04		2270.28	
Deng_ShaoWei		2012011418	male	four	369.11		5976.01	
Zhang_FangZhong		2012011419	male	four	233.84		3793.28	
Du_TingDong		2012011420	female	four	352.74		2323.35	
Jia_XingYang		2012011421	male	four	414.13		4977.85	
Qin_Ran			2012011422	female	four	1.25		4240.81	
Gu_DanTian		2012011423	male	four	74.14		1544.62	
Ma_Wei			2012011424	male	four	194.45		2359.58	
Zhou_Sheng		2012011425	male	four	360.16		5614.60	
Wen_Huan		2012011426	male	four	177.53		1308.42	
Zou_FeiQuan		2012011427	male	four	452.61		4488.82	
Li_Han			2012011428	female	four	208.20		2216.69	
Liu_Zhu			2012011429	male	four	218.45		2323.52	
Qin_Zu			2012011430	male	four	410.50		649.45	
Du_ZhongFan		2012011431	male	four	488.47		5384.35	
Jiang_QianXin		2012011432	male	four	56.62		3463.20	
Wu_Lu			2012011433	female	four	383.17		5715.65	
Chen_Lin		2012011434	male	four	444.66		3825.40	
He_Shu			2012011435	male	four	311.89		3695.98	
Yan_HanYun		2012011436	male	four	470.47		3392.47	
Miao_LiuXin		2012011437	male	four	339.27		5737.16	
Chu_ChenSheng		2012011438	male	four	446.96		5729.65	
Mu_GuangGong		2012011439	female	four	290.18		2455.58	
Su_Mao			2012011440	male	four	267.06		1998.36	
Zhang_QuZhi		2012011441	male	four	376.81		2369.11	
Ding_Qing		2012011442	female	four	209.42		896.02	
Ren_JieJun		2012011443	female	four	101.69		4229.73	
Lv_Quan			2012011444	male	four	345.49		4639.91	
Jia_Ting		2012011445	male	four	28.07		2000.37	
Ye_FeiYa		2012011446	female	four	334.94		3868.05	
Pan_TianDong		2012011447	male	four	197.78		2031.05	
Ren_XuanYi		2012011448	male	four	300.67		3938.06	
Wen_Yi			2012011449	male	four	376.37		5210.08	
Jiang_XingWei		2012011450	male	four	272.54		5772.66	
Gao_Wei			2012011451	male	four	230.95		736.97	
Hu_WenQi		2012011452	female	four	71.29		5775.94	
Ma_FangYa		2012011453	female	four	73.09		3196.33	
Shao_Kun		2012011454	female	four	24.87		3974.53	
Lin_YuanSheng		2012011455	male	four	61.68		5504.02	
Cheng_HengQi		2012011456	male	four	259.33		2522.75	
Mu_AnQi			2012011457	male	four	274.09		880.28	
Wan_Xin			2012011458	male	four	357.02		2709.27	
Cheng_GanYi		2012011459	male	four	172.91		3512.90	
Miao_Min		2012011460	male	four	486.82		6379.06	
Qin_KunChuan		2012011461	female	four	480.40		657.04	
Qin_HeXuan		2012011462	male	four	85.35		3432.69	
Gao_Bing		2012011463	male	four	45.45		3072.89	
Long_GongWen		2012011464	female	four	4.43		5240.40	
Li_Xuan			2012011465	female	four	368.29		6492.30	
Yang_BingZi		2012011466	female	four	415.81		5949.76	
Du_Fu			2012011467	male	four	148.28		2940.07	
Cheng_WangCan		2012011468	male	four	208.33		5057.60	
Kang_XiYuan		2012011469	male	four	290.74		3605.36	
Cai_QuanQuan		2012011470	female	four	189.62		4468.79	
Qin_You			2012011471	female	four	104.92		3559.65	
Chu_Wei			2012011472	male	four	211.70		1812.60	
Liu_XiangHan		2012011473	male	four	187.96		666.89	
Wen_Gan			2012011474	male	four	279.77		627.49	
Guan_TongHao		2012011475	female	four	282.17		3996.37	
Liu_ZongXiong		2012011476	male	four	197.82		628.35	
Yang_Xin		2012011477	male	four	29.78		5524.05	
Miao_XiangHan		2012011478	male	four	107.39		1119.73	
Guan_Yao		2012011479	male	four	377.80		3712.04	
Zhang_HangZhe		2012011480	male	four	228.21		5866.00	
Gao_Chen		2012011481	male	four	384.35		924.44	
Shi_Xu			2012011482	female	four	337.48		6064.97	
Lin_TingChen		2012011483	male	four	0.04		1403.05	
Gao_HeWei		2012011484	male	four	427.33		680.84	
Song_An			2012011485	male	four	354.68		5786.41	
Zhou_LeiYu		2012011486	male	four	139.73		4903.58	
Shi_Tong		2012011487	male	four	121.37		3050.17	
Ye_Qi			2012011488	male	four	141.54		5304.48	
Chang_JingWei		2012011489	female	four	186.33		944.63	
Jiang_Fan		2012011490	female	four	201.67		3418.64	
Yao_You			2012011491	male	four	246.61		1187.40	
Shao_Yun		2012011492	female	four	451.00		2126.51	
Cui_Yu			2012011493	female	four	138.87		6384.26	
Gao_Shen		2012011494	male	four	192.93		1311.71	
Liu_BoLing		2012011495	male	four	50.61		2438.33	
Cai_HanYu		2012011496	male	four	232.34		4083.59	
Shi_Zhou		2012011497	female	four	464.01		3232.57	
Yao_YuanXuan		2012011498	female	four	250.77		5316.70	
Zhang_Zheng		2012011499	female	four	459.85		2108.50	
Du_GuoGuang		2012011500	female	four	151.35		1106.40	
Zeng_JieNan		2012011501	female	four	170.95		5926.23	
Jiang_Yang		2012011502	male	four	412.26		4260.44	
Zhao_Zhen		2012011503	male	four	181.91		2423.16	
Ying_DiZhen		2012011504	male	four	273.17		5931.06	
Pan_Mao			2012011505	male	four	219.29		6079.13	
Song_YueTao		2012011506	male	four	217.36		1827.18	
Chen_Peng		2012011507	male	four	11.82		4427.55	
Wen_YuRui		2012011508	female	four	91.23		1557.92	
Ren_Shan		2012011509	male	four	216.42		1669.23	
Fu_Wei			2012011510	female	four	373.71		6419.04	
Miao_Jun		2012011511	male	four	259.98		3359.23	
Pan_Yuan		2012011512	female	four	291.83		926.82	
Lv_WenQian		2012011513	male	four	398.29		4757.57	
Du_Peng			2012011514	male	four	343.58		4065.90	
Xiao_ChenYi		2012011515	female	four	480.40		1322.91	
Fu_YueLiu		2012011516	male	four	433.34		2492.09	
Yu_Jia			2012011517	male	four	106.19		3830.45	
Fan_MingZu		2012011518	male	four	454.32		3391.61	
Xu_Bing			2012011519	female	four	378.62		3919.25	
Gao_YeChong		2012011520	male	three	58.55		4394.90	
Tang_DanDong		2012011521	female	four	33.18		3789.30	
Guan_JiaoWei		2012011522	male	four	402.31		2909.50	
Hua_ZeXiu		2012011523	female	four	246.64		6494.66	
Ma_HangFei		2012011524	male	four	415.04		2941.18	
Jia_HengWei		2012011525	female	four	60.33		2324.23	
Xu_Yi			2012011526	female	four	10.56		3948.90	
Guan_MinZhen		2012011527	male	four	404.46		4505.36	
He_Peng			2012011528	male	four	88.10		3777.25	
Fu_ZheYa		2012011529	male	four	155.16		2238.90	
Zhou_Shun		2012011530	male	four	421.66		3955.97	
Tang_YaoChuan		2012011531	female	four	40.88		4590.95	
Guan_ZhenDong		2012011532	male	four	492.10		4730.95	
Guan_YaoYi		2012011533	male	four	336.00		6489.43	
Li_QingJian		2012011534	female	four	275.97		1693.82	
Wan_Shao		2012011535	female	four	119.41		2118.45	
Liu_JiaoWei		2012011536	male	four	456.56		3181.43	
Hua_RanJiao		2012011537	male	four	228.97		1290.41	
Lu_HeFan		2012011538	male	four	359.61		5268.92	
Zeng_Fan		2012011539	male	four	460.81		5040.90	
Tang_Min		2012011540	female	four	407.32		3514.37	
Cheng_TianZong		2012011541	male	four	296.84		1524.91	
Qiao_Dan		2012011542	female	four	21.88		2435.06	
Xu_Xuan			2012011543	male	four	402.19		4088.03	
Yan_YuXin		2012011544	male	four	224.58		6114.06	
Zhang_Si		2012011545	male	four	312.19		2160.03	
Hu_Fan			2012011546	male	four	457.25		897.26	
Wen_Shen		2012011547	female	four	54.47		2815.24	
Ma_YaoTao		2012011548	female	four	263.25		569.07	
Fan_Xi			2012011549	female	four	182.58		5429.96	
Wen_GaoChu		2012011550	male	four	468.75		4703.92	
Jia_Kai			2012011551	male	four	151.96		3886.84	
Ying_Huan		2012011552	male	four	421.28		1243.77	
Miao_Yang		2012011553	female	four	424.26		2418.37	
Zhang_Yu		2012011554	male	four	485.34		6280.64	
Shi_KaiWen		2012011555	male	four	354.89		2308.15	
Shi_Bang		2012011556	male	four	207.98		1892.70	
Zou_Guang		2012011557	male	four	250.03		3260.65	
Chu_FeiXin		2012011558	male	four	481.48		6130.05	
Jiang_Guo		2012011559	male	four	481.92		3023.74	
Xu_NanYuan		2012011560	female	four	226.85		3110.58	
Zhao_JianMao		2012011561	male	four	190.52		4859.15	
Zeng_GanWei		2012011562	male	four	419.03		4149.41	
Wan_Han			2012011563	male	four	428.38		2882.95	
Zou_XiangQuan		2012011564	male	four	408.81		3274.48	
Yan_GanXin		2012011565	female	four	204.51		941.40	
Lv_LiZhi		2012011566	male	three	432.89		2129.72	
Wu_XinXi		2012011567	male	four	236.51		821.69	
Zhou_YeQi		2012011568	female	four	129.32		2876.72	
Fan_Shu			2012011569	male	four	385.51		3957.74	
Gu_HanShu		2012011570	male	four	314.85		5735.77	
Gao_Can			2012011571	male	four	370.24		2500.44	
Liang_HaoHe		2012011572	female	four	386.34		1914.00	
Zeng_Jiao		2012011573	male	four	282.66		1871.93	
Zeng_FuHeng		2012011574	male	three	292.57		845.57	
Tang_Yang		2012011575	female	four	418.19		1736.36	
Liu_Tian		2012011576	male	four	69.11		2043.59	
Guan_YingYu		2012011577	male	four	252.68		5393.56	
Guan_YiDi		2012011578	male	four	314.33		2317.36	
Lu_Xian			2012011579	male	four	226.51		4478.43	
ZhuKe_Tao		2012011580	male	four	256.75		1668.50	
Ye_He			2012011581	male	four	206.94		3715.78	
Fu_Chu			2012011582	male	four	208.10		2469.05	
Wen_Hao			2012011583	female	four	316.16		2051.43	
Guan_MingQi		2012011584	male	four	463.67		2791.63	
Dai_XuanLing		2012011585	male	four	327.96		2187.57	
Mu_YueQian		2012011586	male	four	345.68		1797.70	
Qiao_LeBing		2012011587	male	four	71.46		657.29	
Hu_YueShu		2012011588	female	four	285.04		3282.80	
Qin_ZongZhi		2012011589	male	four	324.68		1273.64	
Chen_LinSi		2012011590	female	four	189.72		5929.22	
Kang_Yao		2012011591	male	four	260.92		4819.22	
Kang_Tian		2012011592	male	four	115.27		4629.53	
Hu_Lin			2012011593	female	four	227.81		4900.22	
Gu_JiaoZhi		2012011594	female	four	343.75		1669.14	
Liang_Zi		2012011595	male	four	362.57		1592.33	
Song_Chuan		2012011596	male	four	397.02		2091.67	
Qin_ShuWang		2012011597	female	four	150.58		3787.05	
Wen_GongBing		2012011598	male	four	318.30		703.12	
Miao_Xuan		2012011599	female	four	214.44		1844.41	
Miao_JunHan		2012011600	male	four	351.52		1806.99	
Wan_Le			2012011601	male	four	17.78		2742.49	
Gong_XinYi		2012011602	male	four	53.09		3204.29	
Cui_Ni			2012011603	male	four	408.58		5426.91	
Mei_QingTong		2012011604	female	four	253.46		3142.02	
Cui_Chen		2012011605	male	four	13.26		1599.31	
Sui_Fang		2012011606	female	four	370.20		688.23	
Jiang_Zhen		2012011607	female	four	173.69		5753.15	
Hu_KunBo		2012011608	male	four	176.68		4129.65	
Gong_WuoZu		2012011609	male	four	466.92		4538.07	
He_Huan			2012011610	male	four	343.65		4493.94	
Qiao_Qi			2012011611	female	four	40.46		2949.29	
Mu_HeMin		2012011612	male	four	342.47		2193.22	
Wang_Zhu		2012011613	female	four	453.21		5178.66	
Hua_Ze			2012011614	male	four	142.37		5153.89	
Zeng_Dan		2012011615	female	four	161.85		6003.73	
Tang_Le			2012011616	male	four	116.55		682.63	
Du_ZongTao		2012011617	male	four	65.09		5790.27	
Guan_Yao		2012011618	male	four	456.73		5113.12	
Shi_Yu			2012011619	female	four	325.26		4028.08	
Ren_Kai			2012011620	male	four	169.78		1157.84	
Kang_TingYa		2012011621	male	four	109.87		4067.18	
Ma_Yu			2012011622	female	four	328.09		2781.60	
Yu_He			2012011623	male	four	497.13		3868.01	
Ren_ShunZhe		2012011624	male	four	270.51		1422.05	
Gong_Qian		2012011625	female	four	464.87		1237.41	
Qiao_HengKai		2012011626	male	four	310.84		3217.61	
Wang_Shao		2012011627	male	four	208.22		6444.56	
Mei_Hao			2012011628	male	four	337.73		6234.18	
Ye_XuShun		2012011629	male	four	383.18		5530.27	
Ying_JunQuan		2012011630	male	four	328.66		2620.18	
Zou_ZheYao		2012011631	female	four	394.63		5926.54	
Kang_ZhenTong		2012011632	male	four	309.80		5233.27	
Deng_ShenTing		2012011633	male	four	488.37		3666.67	
Yao_Ya			2012011634	male	four	476.83		2216.30	
He_XuanZhi		2012011635	female	four	82.22		5394.49	
Shao_YeFang		2012011636	male	four	278.20		6207.13	
Fu_Shun			2012011637	male	four	495.76		3712.49	
Mu_Fang			2012011638	female	four	435.30		6082.12	
Yan_Kai			2012011639	male	four	471.11		4657.67	
Miao_YouQi		2012011640	male	four	239.93		1622.71	
Wang_YaoXi		2012011641	male	four	92.83		2027.78	
